% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  1.61  161.605665     9506216        17           wait4
  0.00    0.241579          16     14690           write
------ ----------- ----------- --------- --------- ----------------
100.00 10061.088307              34008688    116049 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000787           3       234        69 access
  0.00    0.000016           2         9           arch_prctl
  0.00    0.000007           2         4           bind
  0.00    0.000055           1        38           brk
  0.00    0.000000           0         5           chdir
  0.00    0.000022           6         4           clock_getres
  0.00    0.002590          18       145           clone
